SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,,,Feedback
375274,A1YVMDRR9W1LZ1,3GS6S824SUXN34VPL33LTVCD7VANWN,1053,7/26/22 13:43,7/26/22 14:00,Approved,2.5,0,0.25,14812,,,,
375274,AWGYEB0Z48B4R,384PI804XW1RBRM90SRMLUDFSQ4S04,,7/21/22 14:07,,Not Submitted,0,0,0.25,,,,,
375274,A2R0YYUAWNT7UD,3JPSL1DZ5WZQWRSMKY7TB6FMEDANAG,,7/21/22 14:15,,Not Submitted,0,0,0.25,,,,,
375274,A2NA6X1SON3KFH,35USIKEBNVGP9PGJULQHV1D0IULN6R,,7/21/22 14:18,,Not Submitted,0,0,0.25,,,,,
375274,A1T643M1P572AA,352YTHGROZDJK6QU8Z2PTJWQ0R64HE,,7/21/22 14:23,,Not Submitted,0,0,0.25,,,,,
375274,AAXX5LDVJ32F8,3VA45EW49RNCKOFYPUEDFUMO0TF1OR,,7/21/22 14:30,,Not Submitted,0,0,0.25,,,,,
375274,A31XUQFSE7CCZX,3TXMY6UCAIOZS32CK4V1LV0FJS7QCZ,,7/21/22 15:43,,Not Submitted,0,0,0.25,,,,,
375274,A1JUFVE0Y67XQ0,31Q0U3WYDTF5ZINZ88XB480TA6L17L,,7/21/22 17:14,,Not Submitted,0,0,0.25,,,,,
375274,A8KDSIY4KBYR4,3DR23U6WE9ERHHEIXZVRGOB5OC0TES,,7/21/22 18:18,,Not Submitted,0,0,0.25,,,,,
375274,AJI76D4U5WGBZ,3RGU30DZTE8VF2AQ2356RQT5ZC2JM4,,7/21/22 18:26,,Not Submitted,0,0,0.25,,,,,
375274,ABW8U1U74P8MI,3IQ1VMJRYXK57POSJOOOT5K29SWA9F,,7/22/22 1:09,,Not Submitted,0,0,0.25,,,,,
375274,A17K1CHOI773VZ,3YOH7BII0D79G9AHYG69F1CV5WEVK0,,7/22/22 1:55,,Not Submitted,0,0,0.25,,,,,
