"","survey_id","id","assignment_id","duration_in_seconds","start_time","completion_time","approval_status","amount_paid","amount_bonused","estimated_cloud_research_fee","actual_completion_code","expected_completion_code","gender","gender_consistency","feedback","batch"
"11",312402,"A3IR7DFEKLLLO","34X6J5FLPXYM0H8IUWCN8ZD8KP0JQN",721,"8/16/21 23:06","8/16/21 23:18","Approved",5,0,0.499,"68JDC8X542","68JDC8X542","","",NA,"base1"
"12",312402,"AMWIBULQ4S8K3","3D8YOU6S9IK24F0SRM239W5S14MU6X",722,"8/16/21 23:06","8/16/21 23:18","Approved",5,0,0.499,"68U52FIU36","68U52FIU36","","",NA,"base1"
"13",312402,"A35S5YV2XL971J","37W3JXSD6A8HF3Z3S5CWABAILUQYW0",746,"8/16/21 23:05","8/16/21 23:18","Approved",5,0,0.499,"68QACZ8SW2","68QACZ8SW2","Male","100.00%",NA,"base1"
"14",312402,"A77K8W55MJEKX","3Z7ISHFUH4V6USDQQOY9A2GY9HT8ZO",84,"8/16/21 23:17","8/16/21 23:18","Approved",5,0,0.499,"A77K8W55MJEKX(Please check email)","68TGYS4HZ2","","",NA,"base1"
"15",312402,"A2UI8O9F6DRQR1","3LKC68YZ3E35LPV1MI3Y8KCG7KRWON",762,"8/16/21 23:05","8/16/21 23:18","Approved",5,0,0.499,"68RC3PE8L2","68RC3PE8L2","","",NA,"base1"
"16",312402,"A1YSYI926BBOHW","3L4PIM1GQXGC77IHTB2QNC21TFBYRX",782,"8/16/21 23:05","8/16/21 23:18","Approved",5,0,0.499,"68Y22IGML2","68Y22IGML2","","",NA,"base1"
"17",312402,"A1FKRZKU1H9YFC","3ZWFC4W1UY767G1MOLA2YRVLN4LRFT",787,"8/16/21 23:05","8/16/21 23:18","Approved",5,0,0.499,"68RL2GYC36","68RL2GYC36","","",NA,"base1"
"18",312402,"A1MO35UIZFW1BR","3WAKVUDHU0GL8FEXAW7VFA5OWF6U7W",772,"8/16/21 23:06","8/16/21 23:19","Approved",5,0,0.499,"68U57EGUW2","68U57EGUW2","Male","100.00%",NA,"base1"
"19",312402,"AWH9PNZE79UCX","3XCC1ODXDPB3Y5RV21LWAQZZU6UQRM",830,"8/16/21 23:05","8/16/21 23:19","Approved",5,0,0.499,"68QZWRBD36","68QZWRBD36","Male","100.00%",NA,"base1"
"20",312402,"A1RTD65R1H8MQW","3X08E93BHZIH24ARV440TQRCYI5668",825,"8/16/21 23:06","8/16/21 23:19","Approved",5,0,0.499,"686C4AI3X2","686C4AI3X2","","",NA,"base1"
"21",312402,"ALCPF5NANBDSZ","3QJOXOW4XNRN4MOYO2UFUAGB5G7MEI",852,"8/16/21 23:05","8/16/21 23:19","Approved",5,0,0.499,"68MBFMNX64","68MBFMNX64","","",NA,"base1"
"22",312402,"A14EYTLSMJRPUK","3SLE99ER0RDPWQBXT0IJ146ZHNCZBC",812,"8/16/21 23:06","8/16/21 23:20","Approved",5,0,0.499,"68ZZIQR936","68ZZIQR936","","",NA,"base1"
"23",312402,"AERUGBNS48Z4N","38YMOXR4MYZFWJPXMMH4RKQPMKXW6Y",855,"8/16/21 23:05","8/16/21 23:20","Approved",5,0,0.499,"68WP4XF4Y2","68WP4XF4Y2","Male","100.00%",NA,"base1"
"24",312402,"A340FMNO9WJG4J","3EJJQNKU9V5QLCSSJBY21C7Y3JYRHR",863,"8/16/21 23:05","8/16/21 23:20","Approved",5,0,0.499,"68RYYS5KJ2","68RYYS5KJ2","","",NA,"base1"
"25",312402,"A1U4DNYKF6YUY3","32XVDSJFP3XV96CIVIZES97M8DHM2G",865,"8/16/21 23:05","8/16/21 23:20","Approved",5,0,0.499,"68MMEIVFV64","68MMEIVFV64","Male","100.00%",NA,"base1"
"26",312402,"AKDZG54PT6YZ4","3CP1TO84PX1X1ZRC3JISB7W0MIS257",810,"8/16/21 23:07","8/16/21 23:20","Approved",5,0,0.499,"682WIRPP2","682WIRPP2","Male","100.00%",NA,"base1"
"27",312402,"AJACXA5FC5BYZ","34J10VATJJYQ56OCCERNWYY87ABQII",906,"8/16/21 23:05","8/16/21 23:20","Approved",5,0,0.499,"68Q8NCYA36","68Q8NCYA36","Female","100.00%",NA,"base1"
"28",312402,"A3FJCLBK3HF4PD","3ZAK8W07I8E7Q4EDPXMM0VV1O110U3",865,"8/16/21 23:06","8/16/21 23:20","Approved",5,0,0.499,"68VX48836","68VX48836","Male","100.00%",NA,"base1"
"29",312402,"A3GEYEPOHA33SP","33C7UALJVPY9ZWSIIDPHI8WMW2F18R",894,"8/16/21 23:05","8/16/21 23:20","Approved",5,0,0.499,"68FWPSYLC2","68FWPSYLC2","Male","100.00%",NA,"base1"
"30",312402,"A2TXZVXQU5FQZ9","3P1L2B7AD5PPAVJ2I4WWZ9V09DNLOJ",923,"8/16/21 23:05","8/16/21 23:20","Approved",5,0,0.499,"68N94V5B36","68N94V5B36","","",NA,"base1"
"31",312402,"A9HQ3E0F2AGVO","3IXQG4FA2XYAQZTKP2OKOG462KOB99",749,"8/16/21 23:08","8/16/21 23:21","Approved",5,0,0.499,"68B4PQ2G36","68B4PQ2G36","","",NA,"base1"
"32",312402,"A2N9U74YIPDQ9F","3J4Q2Z4UT238618H1VV2XP7GML9QWP",927,"8/16/21 23:05","8/16/21 23:21","Approved",5,0,0.499,"68QG282ZJ2","68QG282ZJ2","Female","100.00%",NA,"base1"
"33",312402,"A3KHSD6AHN8TWB","3X66WABAJ0IK2ECFOFFOYESHI56G3E",733,"8/16/21 23:08","8/16/21 23:21","Approved",5,0,0.499,"68GHFEJW36","68GHFEJW36","","",NA,"base1"
"34",312402,"A1VM06KJPJEYUD","3OF2M9AATKOQPTFRZDVC07PP4HLZKW",879,"8/16/21 23:06","8/16/21 23:21","Approved",5,0,0.499,"68ZPVFK936","68ZPVFK936","","",NA,"base1"
"35",312402,"A17OSPGV41FZ7P","33M4IA01QK1N72S7OFGO4YVSR9HRXK",917,"8/16/21 23:06","8/16/21 23:21","Approved",5,0,0.499,"68RSG2QM2","68RSG2QM2","","",NA,"base1"
"36",312402,"A2SLEMDA17XTZ1","3S06PH7KSV4LGRO9ZL0X40AN7TCD19",807,"8/16/21 23:08","8/16/21 23:22","Approved",5,0,0.499,"68CAZLK62","68CAZLK62","","",NA,"base1"
"37",312402,"A2090SRVQLWA3F","3C6FJU71TUT4NZAYX5XVSNPL0EFYU1",868,"8/16/21 23:07","8/16/21 23:22","Approved",5,0,0.499,"68FN5ZUJ36","68FN5ZUJ36","","",NA,"base1"
"38",312402,"A3CZNWMYPM3P6E","3IXEICO796JN42L3RHCT40JQIQG6TJ",904,"8/16/21 23:07","8/16/21 23:22","Approved",5,0,0.499,"686QCLJCI2","686QCLJCI2","Male","100.00%",NA,"base1"
"39",312402,"AQMLJYUQCSG22","3SUWZRL0M2DLFJ361MNY5EJPFGSE60",998,"8/16/21 23:05","8/16/21 23:22","Approved",5,0,0.499,"68SJNJ2Z36","68SJNJ2Z36","Male","100.00%",NA,"base1"
"40",312402,"ADVJB810K4OYR","340UGXU9D21NJ5FTSUABLOLRIXDVUP",993,"8/16/21 23:06","8/16/21 23:22","Approved",5,0,0.499,"68VRAF2X36","68VRAF2X36","","",NA,"base1"
"41",312402,"AXII89INLMF6D","317HQ483IBS529BKWMZ6S4332ZPNIT",757,"8/16/21 23:10","8/16/21 23:22","Approved",5,0,0.499,"68N36K53H2","68N36K53H2","","",NA,"base1"
"42",312402,"A1BZNPQ0H7ZSER","3MD9PLUKKMERXZ0UWQNSSZ6TYCRNZQ",738,"8/16/21 23:10","8/16/21 23:22","Approved",5,0,0.499,"68NTSUEUD2","68NTSUEUD2","Male","100.00%",NA,"base1"
"43",312402,"A3T3WRVSK1N2PR","3GFK2QRXXDHJDFPJH37ZZECPQPN5WS",827,"8/16/21 23:09","8/16/21 23:22","Approved",5,0,0.499,"685PZJJXK64","685PZJJXK64","Male","100.00%",NA,"base1"
"44",312402,"A2J19EIW5MDXE9","3W2LOLRXLFFHN2T0PW1ZE4NQV02RKV",1024,"8/16/21 23:05","8/16/21 23:22","Approved",5,0,0.499,"68RNWNLL64","68RNWNLL64","Male","100.00%",NA,"base1"
"45",312402,"A2H2DJL45BZBD","3Y9N9SS8L2BHQU2OMPEGSTPK5DQ3DR",996,"8/16/21 23:06","8/16/21 23:22","Approved",5,0,0.499,"683KG2BS92","683KG2BS92","Male","100.00%",NA,"base1"
"46",312402,"AEWGY34WUIA32","3Z7ISHFUH4V6USDQQOY9A2GY9HRZ8D",804,"8/16/21 23:09","8/16/21 23:23","Approved",5,0,0.499,"68ZY9DVF72","68ZY9DVF72","","",NA,"base1"
"47",312402,"A3V2XCDF45VN9X","31Z0PCVWUOF682Z8ARHLAEJMD1ZT74",1047,"8/16/21 23:05","8/16/21 23:23","Approved",5,0,0.499,"68TJHZFC64","68TJHZFC64","","",NA,"base1"
"48",312402,"AGKCK081EU63R","3DQQ64TANKLN6P721IGDXKH6HPNWP4",1024,"8/16/21 23:06","8/16/21 23:23","Approved",5,0,0.499,"68W6D7LTQ2","68W6D7LTQ2","","",NA,"base1"
"49",312402,"AD3V6XGQWRD6E","3WLEIWSYHSH9HSB74LJ104ZQRRJ2HO",904,"8/16/21 23:08","8/16/21 23:23","Approved",5,0,0.499,"68JZ4HHI36","68JZ4HHI36","Female","100.00%",NA,"base1"
"50",312402,"A28AXX4NCWPH1F","3R2UR8A0IEGKAP0RWNZKA3QNGMXOX8",820,"8/16/21 23:09","8/16/21 23:23","Approved",5,0,0.499,"68XQZPER36","68XQZPER36","","",NA,"base1"
"51",312402,"A23XFDOKMRAH72","3SNLUL3WO8NKN03ZEQ85YFNPRZBUL5",999,"8/16/21 23:06","8/16/21 23:23","Approved",5,0,0.499,"68UP5ZNLS2","68UP5ZNLS2","Male","100.00%",NA,"base1"
"52",312402,"A3PAM78YZZC0S9","3RXPCZQMQTBOSBY01B15ALDKKLS1G7",1036,"8/16/21 23:06","8/16/21 23:23","Approved",5,0,0.499,"68SDBBQX2","68SDBBQX2","","",NA,"base1"
"53",312402,"A2HRUFTA09371Y","3JV9LGBJWXE9O3517DZGMHQSDW1OGG",1072,"8/16/21 23:05","8/16/21 23:23","Approved",5,0,0.499,"68WHD9J964","68WHD9J964","Female","100.00%",NA,"base1"
"54",312402,"A1NF1XZTCVRG1V","3VAR3R6G1T1UVOZJOFNSU49UPDPO81",726,"8/16/21 23:11","8/16/21 23:23","Approved",5,0,0.499,"68D4FURV2","68D4FURV2","","",NA,"base1"
"55",312402,"A3542PB4Z0NE80","3RU7GD8VPSTUZ8QTHD6C0VELBCSSPM",809,"8/16/21 23:10","8/16/21 23:23","Approved",5,0,0.499,"68SL6QT8U2","68SL6QT8U2","","",NA,"base1"
"56",312402,"A1ERMRNNR0CZ2Y","3GS6S824SUXN34VPL33LTVCBHAMWN8",1066,"8/16/21 23:06","8/16/21 23:23","Approved",5,0,0.499,"68WBLPN4664","68WBLPN4664","","",NA,"base1"
"57",312402,"AQ2U4H38MELRY","33LKR6A5KIKSXGK6LB0C94S9AF01TG",1048,"8/16/21 23:06","8/16/21 23:24","Approved",5,0,0.499,"68F4LXKR36","68F4LXKR36","Male","100.00%",NA,"base1"
"58",312402,"A2ESBX4C2Q6TQY","3S0TNUHWKXI3RR8UY69CJAXVLZID8T",916,"8/16/21 23:08","8/16/21 23:24","Approved",5,0,0.499,"68DVCU3WT2","68DVCU3WT2","Female","100.00%",NA,"base1"
"59",312402,"A2W434UNNBRS4L","3WZ36BJEV7GTAE2YN8T1FG5IWRRTBR",777,"8/16/21 23:11","8/16/21 23:24","Approved",5,0,0.499,"68TIT2GJZ2","68TIT2GJZ2","Male","100.00%",NA,"base1"
"60",312402,"A1XTU3TVLXMKK1","3OS46CRSLJZ2HUPSWCC85I7BFBW6VZ",1008,"8/16/21 23:07","8/16/21 23:24","Approved",5,0,0.499,"686B8S2S42","686B8S2S42","Male","100.00%",NA,"base1"
"61",312402,"A25ZG6BQSEKMBE","3TYCR1GOTGJ19ZX9KD7DF724THQZLZ",1066,"8/16/21 23:06","8/16/21 23:24","Approved",5,0,0.499,"68Z4D9JR36","68Z4D9JR36","","",NA,"base1"
"62",312402,"A16DZ8DQ637S4Z","35BLDD71IAX45493YH9J2G06KFTVZF",780,"8/16/21 23:11","8/16/21 23:24","Approved",5,0,0.499,"68V699XD52","68V699XD52","","",NA,"base1"
"63",312402,"A2QX3YJXAAHHVV","3A1PQ49WVLH2S7TBLHJNVLPLZL51H6",1106,"8/16/21 23:06","8/16/21 23:24","Approved",5,0,0.499,"685PJTH9A2","685PJTH9A2","Male","100.00%",NA,"base1"
"64",312402,"A3BFFI1JV5H7TC","3Z2R0DQ0JLEXXIK5EKBVF12DZBR2E8",1010,"8/16/21 23:07","8/16/21 23:24","Approved",5,0,0.499,"682DBKED36","682DBKED36","","",NA,"base1"
"65",312402,"A25R6M1SRCDIYF","3H7Z272LXB77VVV3X49BO90QJIKPL5",939,"8/16/21 23:09","8/16/21 23:24","Approved",5,0,0.499,"68PQ4VB7H2","68PQ4VB7H2","Female","100.00%",NA,"base1"
"66",312402,"A2AFAWJX5LTUVN","3M1CVSFP645BZO5E0QZAF0APU27AQZ",1016,"8/16/21 23:07","8/16/21 23:24","Approved",5,0,0.499,"68APZZ6V64","68APZZ6V64","","",NA,"base1"
"67",312402,"A34VLM2UC0JY11","3LO69W1SU7D1II24ULJOU0MYIRXLGX",910,"8/16/21 23:10","8/16/21 23:25","Approved",5,0,0.499,"68LYLIU62","68LYLIU62","","",NA,"base1"
"68",312402,"A24GX1OZE6AY04","36U2A8VAG5ZQK35M3RTTM0GNYNHYK4",1173,"8/16/21 23:05","8/16/21 23:25","Approved",5,0,0.499,"68YNT5ZVU2","68YNT5ZVU2","Male","100.00%",NA,"base1"
"69",312402,"A1TPGXT718D68E","39U1BHVTDPRO7JYL8FEVXX768ZE3TA",1174,"8/16/21 23:05","8/16/21 23:25","Approved",5,0,0.499,"6836VLRV92","6836VLRV92","","",NA,"base1"
"70",312402,"A26NGLGGFTATVN","3ATPCQ38JCAK8QW0R0G4SMDRTBNYAP",1201,"8/16/21 23:05","8/16/21 23:25","Approved",5,0,0.499,"68YR4QCQA2","68YR4QCQA2","Male","100.00%",NA,"base1"
"71",312402,"AVFMTS8A5R4XK","3HMIGG0U4P66P23LU2WQWV7W3NNY8L",1204,"8/16/21 23:05","8/16/21 23:25","Approved",5,0,0.499,"68YWQL6UM2","68YWQL6UM2","Male","100.00%",NA,"base1"
"72",312402,"A1OZPLHNIU1519","3ZQIG0FLQIG0B94YNUPC3C6O3DOVWO",1203,"8/16/21 23:05","8/16/21 23:25","Approved",5,0,0.499,"68D3NBLQ2","68D3NBLQ2","Male","100.00%",NA,"base1"
"73",312402,"A21Q7FCKM86VL8","35L9RVQFCSII14K9N5T76NUIAI2UHY",1130,"8/16/21 23:06","8/16/21 23:25","Approved",5,0,0.499,"68UI79IQL2","68UI79IQL2","Male","100.00%",NA,"base1"
"74",312402,"A2Z6NL0CTXY0ZB","3OUYGIZWRBYUYZ6H8BNSQP82GK8P0V",1187,"8/16/21 23:06","8/16/21 23:25","Approved",5,0,0.499,"6888N6YZU2","6888N6YZU2","","",NA,"base1"
"75",312402,"A1HRH92NH49RX2","3SBEHTYCWR3ZE8FY3O8H9K1A6JSYIT",1214,"8/16/21 23:05","8/16/21 23:25","Approved",5,0,0.499,"68YA88RTS2","68YA88RTS2","Male","66.67%",NA,"base1"
"76",312402,"A3OPRR8AXT6OSJ","3B2X28YI30FN8GRMRVL846D4CJGB6Y",1059,"8/16/21 23:08","8/16/21 23:25","Approved",5,0,0.499,"68B48MNY22","68B48MNY22","Male","100.00%",NA,"base1"
"77",312402,"A3OB4WYRTLMT0Z","3IUZPWIU1S7MVYAMOQB513V7NFHWK3",1214,"8/16/21 23:05","8/16/21 23:26","Approved",5,0,0.499,"68W7BYSP36","68W7BYSP36","Female","100.00%",NA,"base1"
"78",312402,"A28A7NZUJWGZ7Q","31LM9EDVOPS1XKVQE4K645I3FEENJ5",990,"8/16/21 23:09","8/16/21 23:26","Approved",5,0,0.499,"68N36QSE36","68N36QSE36","","",NA,"base1"
"79",312402,"A12TZ1W76AGOF9","33M4IA01QK1N72S7OFGO4YVSR9HXRQ",1150,"8/16/21 23:07","8/16/21 23:26","Approved",5,0,0.499,"68XSG2QM2","68XSG2QM2","","",NA,"base1"
"80",312402,"A2VN8Q8X7WWIM","3ZOTGHDK5MBCE8ES2DTXBV9V17WOS1",843,"8/16/21 23:12","8/16/21 23:26","Approved",5,0,0.499,"687B2E5G64","687B2E5G64","Male","100.00%",NA,"base1"
"81",312402,"A2L727CH9XFHHC","33FOTY3KEQLBBZIVZP5MKUS5MT0C18",1154,"8/16/21 23:07","8/16/21 23:26","Approved",5,0,0.499,"68TUPZQY36","68TUPZQY36","","",NA,"base1"
"82",312402,"AG36U7IOG2LAP","31N2WW6R9VQEOEGKDV96GTS5HQ63F2",1249,"8/16/21 23:05","8/16/21 23:26","Approved",5,0,0.499,"68356KQ6N2","68356KQ6N2","Male","100.00%",NA,"base1"
"83",312402,"A3PLWSCPFLCEGI","3JRJSWSMQLLMI0GOIKP0YB755PQE3U",1256,"8/16/21 23:05","8/16/21 23:26","Approved",5,0,0.499,"68E5PIQS36","68E5PIQS36","","",NA,"base1"
"84",312402,"A1G1OO4IWM8EP5","38YMOXR4MYZFWJPXMMH4RKQPMKYW6Z",877,"8/16/21 23:11","8/16/21 23:26","Approved",5,0,0.499,"68WP4XF4Y2","68WP4XF4Y2","","",NA,"base1"
"85",312402,"AOTSBJGYMR4N8","3K772S5NPCB1C8NNX5E2258FOU9EH2",1204,"8/16/21 23:06","8/16/21 23:26","Approved",5,0,0.499,"68E8ENCSK2","68E8ENCSK2","","",NA,"base1"
"86",312402,"A17FGZ1I5P9RZA","345LHZDED1S37WDA8K452TT8RDL3U1",1247,"8/16/21 23:05","8/16/21 23:26","Approved",5,0,0.499,"68LT4DSZ42","68LT4DSZ42","","",NA,"base1"
"87",312402,"A2PZ8MVVT6TQJM","3YDGXNSEO3UQRVP15V8JG63P8MP84B",1023,"8/16/21 23:09","8/16/21 23:26","Approved",5,0,0.499,"688PJPUNY2","688PJPUNY2","","",NA,"base1"
"88",312402,"A1F6MWP9A0XLJQ","3KMS4QQVK6QKKCORY115XF97SCSKFU",1113,"8/16/21 23:08","8/16/21 23:26","Approved",5,0,0.499,"68K75KK436","68K75KK436","","",NA,"base1"
"89",312402,"A1MF8IRLW6YRF7","3X73LLYYQ5E56E00Q4HLSS2O2MAHNU",1115,"8/16/21 23:08","8/16/21 23:26","Approved",5,0,0.499,"68H2H6QL36","68H2H6QL36","","",NA,"base1"
"90",312402,"A2JIPCVMELZHW3","37Z929RLGD8SR0J0YUFW55FI0FDSTR",976,"8/16/21 23:10","8/16/21 23:26","Approved",5,0,0.499,"68SFFRG236","68SFFRG236","Male","100.00%",NA,"base1"
"91",312402,"AB8BRFF4ZTZ40","3LRLIPTPEU9POL7JNLFDJEYGVWFKAH",1133,"8/16/21 23:07","8/16/21 23:26","Approved",5,0,0.499,"68KGDJ9TR2","68KGDJ9TR2","Male","100.00%",NA,"base1"
"92",312402,"A3HW4QDJB63OQ2","3UN61F00H0PE5J8XI9XTCF48YA7R5A",1258,"8/16/21 23:05","8/16/21 23:26","Approved",5,0,0.499,"68R8TXE664","68R8TXE664","","",NA,"base1"
"93",312402,"A1CUGWGAVOV7YF","3OS4RQUCRDFJR9KXSOOCYCQH5IJFB5",1159,"8/16/21 23:07","8/16/21 23:26","Approved",5,0,0.499,"68FHC9DQ36","68FHC9DQ36","Male","100.00%",NA,"base1"
"94",312402,"A1REJE4H1KLBXY","3TDXMTX3CFUXVO5SX5DPQTHH7906I2",1226,"8/16/21 23:06","8/16/21 23:26","Approved",5,0,0.499,"686HD5FTT2","686HD5FTT2","","",NA,"base1"
"95",312402,"AV7A20KYBTQHL","37W3JXSD6A8HF3Z3S5CWABAILUQWYY",1246,"8/16/21 23:06","8/16/21 23:26","Approved",5,0,0.499,"68WIW3HD364","68WIW3HD364","","",NA,"base1"
"96",312402,"A16XDO6MW9ZKMI","3L4D84MIL3S9NO9FB6PTZLL7T26HJR",705,"8/16/21 23:15","8/16/21 23:27","Approved",5,0,0.499,"68H7TFSM42","68H7TFSM42","","",NA,"base1"
"97",312402,"A2615YW1YERQBO","3F0BG9B9MTN2POY2KX4KIVB1S3HY7Y",1249,"8/16/21 23:06","8/16/21 23:27","Approved",5,0,0.499,"68YB4YT936","68YB4YT936","Male","100.00%",NA,"base1"
"98",312402,"A3EU2WTS8IDU0I","3BV8HQ2ZZ01IP6MULHLC9VTYU1W6AZ",901,"8/16/21 23:12","8/16/21 23:27","Approved",5,0,0.499,"686TLMZH36","686TLMZH36","","",NA,"base1"
"99",312402,"A255RBA8P0K0XV","338JKRMM2AZYMV6BH0CG6MIO3FBHAA",1194,"8/16/21 23:07","8/16/21 23:27","Approved",5,0,0.499,"68HICVAR32","68HICVAR32","Male","100.00%",NA,"base1"
"100",312402,"A3TV9D4TJ1RW3Z","3137ONMDKK5NCCSCDZWKH5WE9UWEG3",995,"8/16/21 23:10","8/16/21 23:27","Approved",5,0,0.499,"68EEKCND32","68EEKCND32","Female","100.00%",NA,"base1"
"101",312402,"A1PIGZNLSQMGNW","3B1NLC6UG3WR93H2MDCVBHVIN1XPGY",1278,"8/16/21 23:06","8/16/21 23:27","Approved",5,0,0.499,"68PVCHW6B2","68PVCHW6B2","Male","100.00%",NA,"base1"
"102",312402,"A2GIT09BQEUM9M","3X0H8UUIT5OKJHNUTZK7SPMH49VSWH",1008,"8/16/21 23:10","8/16/21 23:27","Approved",5,0,0.499,"68SH7UKUX2","68SH7UKUX2","Female","100.00%",NA,"base1"
"103",312402,"AZ4NVW69W0R2","3TEM0PF1Q9XL923R32WXQVRD216D06",1143,"8/16/21 23:08","8/16/21 23:27","Approved",5,0,0.499,"686V229M64","686V229M64","Female","100.00%",NA,"base1"
"104",312402,"AHMHG8491PRQW","3SKEMFQBZ75B5XE4QNVZNNSL58F8K1",1027,"8/16/21 23:10","8/16/21 23:27","Approved",5,0,0.499,"68FSVE5QK2","68FSVE5QK2","Female","100.00%",NA,"base1"
"105",312402,"ALY8YP0DZ2EP5","3DUZQ9U6SQO74SNP3PFB6N33X0TSV7",1020,"8/16/21 23:10","8/16/21 23:27","Approved",5,0,0.499,"68S3FNQ9D2","68S3FNQ9D2","","",NA,"base1"
"106",312402,"ASCBKU2SM61JU","3PPTZCWALUKC0WDMCIF9WT1Y3NDZQO",1257,"8/16/21 23:06","8/16/21 23:27","Approved",5,0,0.499,"68DTIWLZ36","68DTIWLZ36","Female","100.00%",NA,"base1"
"107",312402,"AQ9Y6WD8O72ZC","3F6HPJW4JH0REI6WZK51179D6FVW2H",1326,"8/16/21 23:05","8/16/21 23:27","Approved",5,0,0.499,"68WDKIJP36","68WDKIJP36","Female","100.00%",NA,"base1"
"108",312402,"AO1QGAUZ85T6L","32Q90QCQ1WLSEYOV3QHZFXO7GBDEK6",1275,"8/16/21 23:06","8/16/21 23:27","Approved",5,0,0.499,"68E7HYW964","68E7HYW964","","",NA,"base1"
"109",312402,"A3SZ5EYLO5ZQ2D","3FDJT1UU788SIFV2SPOWB3IU3IE5KW",1175,"8/16/21 23:08","8/16/21 23:27","Approved",5,0,0.499,"685UWV8UF2","685UWV8UF2","Female","100.00%",NA,"base1"
"110",312402,"A1TZP0563TMGLK","3LEP4MGT3K0MTP611ITMACNWT53DBS",1138,"8/16/21 23:08","8/16/21 23:27","Approved",5,0,0.499,"68DWMP3436","68DWMP3436","","",NA,"base1"
"111",312402,"A1HWB810RJBV2K","3A1PQ49WVLH2S7TBLHJNVLPLZL4H1L",1347,"8/16/21 23:05","8/16/21 23:28","Approved",5,0,0.499,"684PJTH9A2","684PJTH9A2","","",NA,"base1"
"112",312402,"A3N0QZ9ZKUCTCQ","3OVHNO1VEA1IBN9H7W9PWUUZK8PDZY",942,"8/16/21 23:12","8/16/21 23:28","Approved",5,0,0.499,"68DZPHIN64","68DZPHIN64","Male","100.00%",NA,"base1"
"113",312402,"A6TSV1WPP3GG3","32SVAV9L3J9JSNZC2FNE2SHEKATA3W",1243,"8/16/21 23:07","8/16/21 23:28","Approved",5,0,0.499,"68AEECJLV64","68AEECJLV64","","",NA,"base1"
"114",312402,"A3RHJEMZ4EGY2U","3ON104KXQOW1HWLJ3YOPUM6BQTRW4D",1293,"8/16/21 23:06","8/16/21 23:28","Approved",5,0,0.499,"68WBPLQN2","68WBPLQN2","","",NA,"base1"
"115",312402,"A2XVLENAJYX691","35L9RVQFCSII14K9N5T76NUIAI3HUM",1175,"8/16/21 23:08","8/16/21 23:28","Approved",5,0,0.499,"68HI79IQL2","68HI79IQL2","Male","100.00%",NA,"base1"
"116",312402,"A337Y4X67PY4QI","3JPSL1DZ5WZQWRSMKY7TB6FKPRKNAP",989,"8/16/21 23:11","8/16/21 23:28","Approved",5,0,0.499,"68NKTMQZP2","68NKTMQZP2","","",NA,"base1"
