"","start_date_b","end_date_b","status_b","ip_address_b","progress_b","duration_in_seconds_b","finished_b","recorded_date_b","response_id_b","recipient_last_name_b","recipient_first_name_b","recipient_email_b","external_reference_b","location_latitude_b","location_longitude_b","distribution_channel_b","user_language_b","consent_b","consent_t_first_click_b","consent_t_last_click_b","consent_t_page_submit_b","consent_t_click_count_b","id","sns1_b","sns2_b","sns3_b","sns4_b","sn_sp1_first_click_b","sn_sp1_last_click_b","sn_sp1_page_submit_b","sn_sp1_click_count_b","sn_sp2_first_click_b","sn_sp2_last_click_b","sn_sp2_page_submit_b","sn_sp2_click_count_b","sns5_b","sns6_b","sns7_b","sns8_b","nfc1_b","nfc2_b","nfc3_b","nfc4_b","nfc5_b","nfc6_b","q119_first_click_b","q119_last_click_b","q119_page_submit_b","q119_click_count_b","ccr1_b","ccr2_b","ccr3_b","ccr4_b","ccr5_b","ccr6_b","q127_first_click_b","q127_last_click_b","q127_page_submit_b","q127_click_count_b","nse1_b","nse2_b","nse3_b","nse4_b","nse5_b","nse6_b","q120_first_click_b","q120_last_click_b","q120_page_submit_b","q120_click_count_b","q22_b","q47_b","q3_b","q65_b","q37_b","q49_b","q4a_b","q66_b","q40_b","q25_b","q10_b","q2a_b","q2b_b","q18_b","q4b_b","q121_first_click_b","q121_last_click_b","q121_page_submit_b","q121_click_count_b","onsac_b","q122_first_click_b","q122_last_click_b","q122_page_submit_b","q122_click_count_b","math_conf_b","math_place_1_b","rav_training_b","q123_first_click_b","q123_last_click_b","q123_page_submit_b","q123_click_count_b","ravens_rt_first_click_b","ravens_rt_last_click_b","ravens_rt_page_submit_b","ravens_rt_click_count_b","ravens1_b","ravens2_b","ravens3_b","ravens4_b","ravens5_b","ravens6_b","ravens7_b","ravens8_b","ravens9_b","ravens10_b","rav_conf_b","rav_place_1_b","vocabp_b","vocab_test_p1_time_first_click_b","vocab_test_p1_time_last_click_b","vocab_test_p1_time_page_submit_b","vocab_test_p1_time_click_count_b","vocab_test_p1_4_b","vocab_test_p1_8_b","vocab_test_p1_10_b","vocab_test_p1_11_b","vocab_test_p1_12_b","vocab_test_p1_15_b","vocab_test_p2_19_b","vocab_test_p2_22_b","vocab_test_p2_25_b","vocab_test_p2_26_b","vocab_test_p2_33_b","vocab_test_p2_36_b","vocab_conf_b","vocab_place_1_b","verb_log_ac_b","verb_log1_b","verb_log2_b","verb_log3_b","verb_log4_b","q124_first_click_b","q124_last_click_b","q124_page_submit_b","q124_click_count_b","verb_conf_b","verb_place_1_b","pk1_b","q125_first_click_b","q125_last_click_b","q125_page_submit_b","q125_click_count_b","pk2_b","pk3_b","pk4_b","pk5_b","q126_first_click_b","q126_last_click_b","q126_page_submit_b","q126_click_count_b","p_kconf_b","q215_1_b","aot1_b","aot2_b","aot4_b","aot5_b","aot6_b","aot7_b","q128_first_click_b","q128_last_click_b","q128_page_submit_b","q128_click_count_b","v1_b","v2_1_b","v2_4_b","v2_5_b","v2_6_b","v2_7_b","v2_8_b","v2_9_b","v2_11_b","v2_10_b","v2_10_text_b","v3_b","v4_b","v5_1_b","v5_10_b","v5_4_b","v5_5_b","v5_6_b","v5_7_b","v5_8_b","v5_11_b","v5_9_b","v5_9_text_b","v6_b","v7_1_b","v7_4_b","v7_5_b","v7_6_b","v8_b","v10_b","v11_b","v12_b","v13_b","flutimes_b","dem_age_b","dem_gender_1_b","dem_gender_2_b","dem_gender_5_b","dem_gender_3_b","dem_gender_4_b","dem_gender_3_text_b","dem_race_1_b","dem_race_2_b","dem_race_3_b","dem_race_4_b","dem_race_5_b","dem_race_6_b","dem_race_7_b","dem_race_8_b","dem_race_9_b","dem_race_8_text_b","dem_lang_b","dem_ed_b","dem_zip_b","dem_h_hnum_b","dem_inc_b","dem_annes_id_b","dem_annes_id2_b","dem_annes_party_b","dem_annes_party_4_text_b","dem_annes_party_str_b","dem_annes_party_lean_b","dem_cheat_8_b","dem_cheat_10_b","dem_cheat_11_b","dem_cheat_9_b","dem_conf_b","dem_meta_info_browser_b","dem_meta_info_version_b","dem_meta_info_operating_system_b","dem_meta_info_resolution_b","worker_id_b","num_score_b","numz_b","num_rank_b"
"161","8/16/21 17:09","8/16/21 17:30","0","104.132.141.94","100","1221","1","8/16/21 17:30","R_24vZhEJPJrULNQw","","","","","37.65379333","-122.425705","anonymous","EN","1","4.45","4.45","5.524","1","A31I3ZBF684YPQ","3","4","4","5","3.327","10.16","11.007","7","3.994","20.898","22.144","4","4","5","6","5","13","13","12","13","14","13","31.218","129.41","130.18","9","11","5","2","1","9","11","5.204","7.276","7.611","4","5","6","5","4","3","5","3.009","100.993","101.531","6","90","","60","","","","","","","","40","","","50","","0.825","0.825","12.418","1","5","0.689","0.689","11.967","1","3","80","4","15.744","36.025","37.686","9","11.866","170.654","180.082","10","1","1","1","1","1","0","0","0","0","","8","91","1","7.833","102.939","108.347","13","0","0","0","1","0","0","0","1","1","1","1","1","8","85","1","2","3","1","2","6.449","119.018","120.357","10","4","85","16","2.155","2.155","3.373","1","2","2","1","1","1.138","23.87","24.969","4","3","84","4","7","1","1","1","1","6.913","29.129","29.932","13","1","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","1","8","4","4","1","","0","24","1","","","","","","1","","","","","","","","","","1","5","94066","0","6","6","","2","","2","","","","","1","N/A","Chrome","91.0.4472.167","CrOS x86_64 13904.97.0","1200x800","A31I3ZBF684YPQ","5","-0.113","45.50%"
"162","8/16/21 17:06","8/16/21 17:30","0","24.32.62.80","100","1410","1","8/16/21 17:30","R_12zNmU1HB8S7sAD","","","","","30.0052948","-91.82260132","anonymous","EN","1","75.425","75.425","77.486","1","A29CR7XAVHZI5E","3","5","6","6","3.641","17.189","18.505","4","6.052","41.077","42.122","5","6","6","6","6","13","14","12","12","14","14","2.394","27.427","31.932","7","6","10","8","11","4","1","9.968","25.685","28.274","4","5","7","6","5","3","4","4.968","26.393","27.513","7","90","","60","","","","","","","","15","","","12","","8.319","8.319","11.562","1","5","5.111","5.111","9.816","1","1","51","4","16.595","16.595","19.408","1","12.072","163.397","180.026","7","1","1","1","0","1","1","0","","","","3","51","1","12.123","83.471","87.948","12","1","1","0","0","0","0","0","1","1","1","1","1","9","72","1","2","3","1","1","13.765","51.235","56.245","5","3","71","16","2.514","2.514","3.956","1","6","4","2","1","2.768","33.931","38.887","4","3","50","2","6","3","5","3","2","15.453","56.419","58.528","7","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","6","8","6","","","0","55","","","1","","","","1","","","","","","","","","","1","3","","0","","6","","2","","","","","","","1","You asked how good we thought we were at """"math problems"""". Had I known you actually meant math word problems I would've answered differently.","Chrome","92.0.4515.131","Windows NT 10.0","1366x768","A29CR7XAVHZI5E","5","-0.113","45.50%"
"163","8/16/21 17:14","8/16/21 17:30","0","12.3.203.148","100","941","1","8/16/21 17:30","R_3PB7a95MOlpmJ59","","","","","37.43710327","-121.895401","anonymous","EN","1","2.529","5.355","6.263","3","A14PFRHG0A2YY9","5","5","5","5","3.433","8.186","8.933","7","2.345","8.37","10.45","5","6","6","6","6","13","13","12","13","14","14","3.129","33.165","33.747","10","8","8","4","6","8","6","4.417","7.174","8.466","2","6","6","6","6","2","5","3.83","18.376","18.982","13","30","268","","","20","","","","","50","","","","","","","","","","5","9.191","9.191","10.921","1","4","51","4","2.604","17.397","18.504","3","1.246","179.072","180.018","15","1","1","1","0","0","1","1","","","","3","19","1","6.09","74.681","76.284","17","0","0","1","0","0","0","1","1","1","1","1","1","6","46","1","2","3","1","2","1.948","63.193","77.683","10","4","54","16","3.331","3.331","4.699","1","6","1","1","2","1.837","34.431","37.078","9","3","44","4","6","2","2","2","2","8.491","27.439","28.222","13","1","","","","","","","","","","","1","1","","","","","","","","","","","4","","","","1","7","5","5","6","1","2","50","1","","","","","","1","","","","","","","","","","1","3","94016","1","3","5","","3","","","1","","","","1","No problems at all, thank you.","Chrome","92.0.4515.131","Windows NT 10.0","1536x864","A14PFRHG0A2YY9","4","-0.523","30.05%"
"164","8/16/21 17:13","8/16/21 17:30","0","47.224.20.134","100","1040","1","8/16/21 17:30","R_11bWFfBQMPAyvVt","","","","","44.25039673","-85.43000031","anonymous","EN","1","27.163","27.163","81.52","1","AOEO9ZV81R0I4","4","4","5","5","2.312","7.091","9.591","4","2.233","17.882","21.696","4","4","3","4","4","12","12","14","13","13","12","2.579","17.452","22.257","6","6","5","3","3","9","6","3.937","8.296","10.319","2","5","5","4","3","5","4","1.801","47.01","48.205","8","75","268","","","20","","","","","80","","","","","","","","","","5","2.561","2.561","6.657","1","3","40","4","13.853","13.853","15.735","1","20.785","177.625","180.014","11","1","1","1","1","1","1","0","1","0","0","4","30","1","9.243","87.107","88.435","14","1","0","1","1","0","0","1","1","1","1","1","1","8","75","1","3","3","1","2","16.274","66.146","69.898","5","4","70","16","2.028","2.028","3.188","1","6","2","1","1","2.398","15.438","17.496","4","3","75","5","5","3","4","4","3","28.856","48.285","49.404","6","1","","","","","","","","","","","5","","","","","","","","","","","","4","","","","1","7","4","5","4","","7","45","1","","","","","","1","","","","","","","","","","1","5","49601","0","4","2","","1","","2","","","","","1","No","Firefox","91","Windows NT 10.0","1920x1080","AOEO9ZV81R0I4","5","0.067","52.67%"
"165","8/16/21 17:16","8/16/21 17:30","0","172.56.27.234","100","859","1","8/16/21 17:30","R_XYCpFRqlz8UCCdz","","","","","30.27549744","-81.58149719","anonymous","EN","1","1.047","5.934","6.994","2","A1RLPUU0XA8X4O","3","3","3","6","2.638","10.697","11.543","7","5.491","25.493","26.008","8","6","1","3","4","13","13","13","13","13","13","1.658","8.973","9.606","12","4","4","3","5","11","4","3.156","7.625","7.654","6","4","4","4","4","5","3","2.37","16.743","17.302","18","90","","60","","","","","","","","11","","","17","","13.167","13.167","23.871","1","5","8.043","8.043","10.761","1","2","36","4","1.066","25.924","26.867","10","2.508","101.469","180.054","36","0","1","1","1","0","0","0","0","1","0","5","40","1","6.742","49.084","99.721","26","0","1","1","0","0","0","1","1","1","1","1","1","6","75","1","1","3","1","2","7.956","41.28","42.009","11","3","64","14","2.196","2.196","2.944","1","6","1","1","1","1.692","20.342","22.245","6","4","72","4","4","2","4","3","4","4.902","17.447","18.249","13","1","","","","","","","","","","","4","1","","","","","","","","","","","4","1","1","1","","8","5","1","6","1","0","40","1","","","","","","","1","","","","","","","","","1","2","34689","3","13","2","","1","","1","","","","","1","No","Chrome iPhone","92.0.4515.90","iPhone","414x896","A1RLPUU0XA8X4O","5","-0.113","45.50%"
"166","8/16/21 17:08","8/16/21 17:30","0","75.136.141.155","100","1297","1","8/16/21 17:30","R_110CqgTNKVp4XpD","","","","","34.52510071","-82.63069916","anonymous","EN","1","69.44","69.44","70.968","1","A25AYMSZNDW1VJ","4","3","4","6","2.836","7.884","9.088","5","3.455","17.158","19.518","4","6","5","5","6","15","15","11","11","15","15","27.121","114.977","115.692","6","9","11","3","3","11","8","4.302","6.029","6.856","2","5","6","5","5","1","3","2.34","14.254","15.037","8","90","","60","","","","","","","","14","","","23","","135.854","135.854","140.702","1","5","9.651","9.651","12.165","1","3","38","4","11.898","11.898","12.724","1","23.487","168.47","180.197","10","1","1","1","0","1","1","0","1","","","5","30","1","3.856","109.571","111.25","12","0","0","0","0","0","0","1","1","1","1","0","1","7","71","1","2","3","1","2","9.265","88.187","88.617","7","4","71","16","2.23","2.23","3.417","1","6","2","1","1","1.869","39.396","49.162","4","2","50","6","7","1","5","2","2","4.005","15.084","15.701","6","1","","","","","","","","","","","4","1","","","","","","","","","","","4","","","","1","8","5","1","1","","0","35","1","","","","","","","1","","","","","","","","","1","4","29044","3","5","3","","3","","","4","","","","1","None","Chrome","92.0.4515.131","Windows NT 10.0","1536x864","A25AYMSZNDW1VJ","5","-0.113","45.50%"
"167","8/16/21 17:07","8/16/21 17:30","0","72.228.60.74","100","1360","1","8/16/21 17:30","R_1qaqYrhK0jgkJWc","","","","","42.46170044","-75.05339813","anonymous","EN","1","5.543","5.543","7.216","1","A1DCC43NTK4OKT","3","5","5","5","5.101","19.818","20.827","4","7.38","37.613","38.787","5","6","6","6","6","11","11","15","15","11","11","8.441","37.361","39.186","6","6","11","1","1","6","11","11.538","16.834","17.824","2","2","7","6","2","5","3","10.932","33.187","34.762","6","90","","120","","","","","","","","7","","","9","","35.597","37.973","41.31","4","5","6.901","6.901","10.615","1","2","25","4","33.764","33.764","35.01","1","10.364","170.587","180.118","7","1","1","1","1","1","0","0","","","","4","30","1","10.312","88.312","89.915","12","1","1","1","1","0","0","1","1","1","1","1","1","10","50","1","3","3","1","2","41.328","110.607","112.081","5","4","50","15","5.904","5.904","7.59","1","6","6","4","4","4.559","35.072","37.288","4","0","25","6","6","2","6","2","2","12.519","64.608","65.746","8","1","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","1","7","8","4","4","","8","57","","","1","","","","1","","","","","","","","","","1","4","13861","0","3","5","","2","","2","","","","","1","no","Chrome","92.0.4515.131","Windows NT 10.0","1920x1080","A1DCC43NTK4OKT","5","-0.113","45.50%"
"168","8/16/21 17:15","8/16/21 17:30","0","72.66.20.126","100","932","1","8/16/21 17:30","R_1rCC4RDIccweder","","","","","38.98410034","-77.36720276","anonymous","EN","1","3.025","3.025","3.556","1","A708LKWZUX6N0","4","6","6","6","2.322","9.25","10.042","5","3.193","13.994","14.721","4","6","6","6","6","14","14","12","12","14","14","2.825","18.945","19.616","6","9","7","2","9","11","5","3.994","9.554","10.042","2","5","6","6","7","3","4","2.573","15.965","16.51","8","50","268","","","25","","","","6","","","","","","","","","","","5","4.1","5.001","8.695","2","4","40","4","10.523","28.332","29.33","4","6.195","173.204","180.02","7","1","1","1","1","1","1","0","","","","5","60","1","3.927","73.815","74.648","14","0","1","1","1","0","0","0","1","1","1","1","1","8","45","1","3","3","1","1","11.865","78.761","80.369","10","4","70","16","1.161","2.065","2.623","2","6","2","1","1","1.313","21.513","22.089","6","3","70","5","6","2","5","3","1","4.086","19.134","19.742","6","1","","","","","","","","","","","1","1","","","","","","","","","","","5","","","1","","8","4","4","6","4","6","33","1","","","","","","1","","","","","","","","","","1","3","20194","1","12","2","","1","","1","","","","","1","","Chrome","92.0.4515.131","Windows NT 10.0","1920x1080","A708LKWZUX6N0","4","-0.76","22.36%"
"169","8/16/21 17:06","8/16/21 17:30","0","73.80.90.55","100","1471","1","8/16/21 17:30","R_1mmyJWWcP4q9MRh","","","","","39.94599915","-74.15809631","anonymous","EN","1","4.787","4.787","6.998","1","A2VAL2BRKVSUB5","5","5","6","6","2.664","8.924","10.866","4","3.584","14.845","15.869","4","5","6","6","6","15","15","11","11","15","15","2.52","18.002","18.976","6","11","9","1","5","11","6","4.691","7.801","8.862","2","7","7","6","6","2","6","4.914","18.657","20.059","7","90","","80","","","","","","","","18","","","","5","120.901","175.81","176.738","4","5","3.989","5.767","10.129","3","3","50","4","16.99","16.99","18.876","1","16.843","170.164","180.057","11","1","1","1","1","1","0","1","1","1","0","5","55","1","9.521","102.919","120.156","9","","","1","","0","0","0","1","1","1","1","1","8","56","1","2","3","1","2","8.707","83.099","84.577","5","4","66","16","3.106","3.106","4.218","1","6","1","1","1","18.951","48.663","51.012","4","3","61","7","7","1","2","1","1","3.793","16.691","18.151","7","1","","","","","","","","","","","4","1","","","","","","","","","","","6","","","","1","8","4","4","6","1","0","44","1","","","","","","1","","","","","","","","","","1","3","8844","0","5","3","","3","","","2","","","","1","No issues at all.

MTURK ID: A2VAL2BRKVSUB5","Chrome","92.0.4515.131","Windows NT 10.0","1680x1050","A2VAL2BRKVSUB5","6","0.843","80.04%"
"170","8/16/21 17:09","8/16/21 17:30","0","24.140.206.24","100","1273","1","8/16/21 17:30","R_WfirzXagLohi1ln","","","","","40.81159973","-81.49729919","anonymous","EN","1","10.131","59.547","60.873","3","A3IB7YJHP04OHI","1","5","6","5","2.716","25.542","26.463","6","9.356","29.491","30.429","4","4","5","6","5","13","12","13","14","13","13","2.643","25.946","26.757","6","6","9","5","5","9","5","9.181","13.34","14.371","2","2","5","4","5","4","4","6.352","38.357","40.16","6","20","268","","","60","","","","5","","","","","","","","","","","5","8.101","8.101","13.885","1","4","82","4","26.932","35.717","38.717","3","17.051","165.505","180.043","8","1","1","1","1","1","0","0","0","","","5","51","1","11.715","81.76","83.099","12","1","0","0","1","0","0","0","1","1","0","1","1","3","22","1","1","3","1","1","15.438","80.292","81.401","5","3","51","15","12.376","12.376","14.386","1","6","3","1","2","3.838","29.268","31.48","4","1","16","4","5","3","4","5","2","11.738","59.527","60.668","6","1","","","","","","","","","","","1","1","","","","","","","","","","","4","","","","1","6","5","1","6","4","3","69","","","1","","","","1","","","","","","","","","","1","2","44646","1","2","4","1","1","","2","","","","","1","no difficulty","Edge","89.0.774.68","Windows NT 10.0","1366x768","A3IB7YJHP04OHI","3","-1.317","9.39%"
"171","8/16/21 17:13","8/16/21 17:30","0","98.217.55.39","100","1031","1","8/16/21 17:30","R_0AjNW66ROms1I3f","","","","","42.20500183","-72.62760162","anonymous","EN","1","4.033","10.575","12.441","3","A3F9IQB0297J9D","5","5","5","6","2.968","11.815","13.312","6","4.394","36.191","37.456","9","4","3","4","5","14","15","11","12","15","14","0.817","20.424","22.24","10","10","9","6","7","8","4","0.729","9.151","10.493","3","6","6","6","6","2","5","0.774","20.007","20.883","10","75","268","","","5","","","","3","","","","","","","","","","","5","4.713","10.544","12.15","2","4","55","4","1.418","34.224","37.049","7","14.524","163.69","180.133","18","1","1","1","1","0","1","0","0","0","","6","34","","7.414","83.047","84.644","22","0","1","0","0","0","0","0","1","1","0","1","1","7","65","1","1","3","3","2","0.715","73.694","74.581","14","3","29","16","2.658","2.658","3.911","1","6","4","2","1","2.906","28.315","30.035","12","3","39","5","5","1","3","5","2","0.786","37.538","38.826","11","1","","","","","","","","","","","4","1","","","","","","","","","","","6","","","","1","6","4","4","4","","0","62","","","1","","","","1","","","","","","","","","","1","3","1001","1","3","6","","2","","1","","","","","1","none issues thanks","Chrome","92.0.4515.107","Windows NT 10.0","1366x768","A3F9IQB0297J9D","3","-1.317","9.39%"
"172","8/16/21 17:14","8/16/21 17:30","0","69.145.154.70","100","942","1","8/16/21 17:30","R_3PBoLCSGWIosGQt","","","","","46.85220337","-114.0214005","anonymous","EN","1","3.135","3.135","4.095","1","A2QXNIG0GVVXLG","3","4","5","5","2.892","9.764","10.703","5","3.28","13.044","13.678","5","6","6","6","6","15","15","11","11","15","15","3.84","15.795","21.911","6","10","10","10","4","11","7","2.972","8.89","9.862","5","5","6","7","6","1","5","3.136","17.884","18.626","7","90","","60","","","","","","","","11","","","13","","23.552","28.636","29.012","2","5","0.781","0.781","6.699","1","2","25","4","27.234","27.234","28.237","1","4.501","164.843","180.116","8","1","1","1","0","0","1","0","0","","","5","11","1","6.902","87.252","89.014","14","0","1","1","1","0","0","1","1","1","1","1","1","9","45","1","2","3","1","1","11.206","56.624","58.252","7","3","16","15","2.674","2.674","3.607","1","6","1","1","1","0.891","19.916","22.869","3","4","30","6","7","1","1","1","1","5.779","19.743","20.862","7","1","","","","","","","","","","","1","1","","","","","","","","","","","4","","","","1","8","5","1","6","1","4","48","1","","","","","","1","","","","","","","","","","1","3","59801","0","3","2","","1","","2","","","","","1","","Chrome","92.0.4515.131","Windows NT 10.0","1536x864","A2QXNIG0GVVXLG","5","-0.113","45.50%"
"173","8/16/21 17:06","8/16/21 17:30","0","73.90.89.100","100","1437","1","8/16/21 17:30","R_AjoJUeRdJteodFf","","","","","39.80679321","-121.8670044","anonymous","EN","1","17.74","17.74","20.563","1","A1CT5YVQ1CKUV6","6","6","6","6","6.492","15.301","17.057","4","4.377","26.682","28.323","4","5","5","5","6","14","14","11","11","14","14","3.444","24.601","25.942","6","4","9","3","2","10","9","5.557","10.36","12.756","2","7","7","7","7","1","7","4.387","18.552","20.201","6","90","","36","","","","","","","","18","","","","33","166.403","166.403","170.61","1","5","12.522","12.522","16.994","1","3","80","4","27.237","27.237","28.76","1","22.422","172.757","180.121","7","1","1","1","1","1","0","0","","","","5","60","1","11.573","88.22","90.183","11","1","1","1","","1","0","1","1","1","1","1","1","8","70","1","2","3","1","2","15.303","61.371","64.649","5","3","70","16","4.276","4.276","6.78","1","6","1","1","1","3.143","77.244","79.421","4","3","80","6","6","2","3","3","2","11.836","37.089","39.551","6","1","","","","","","","","","","","4","1","","","","","","","","","","","4","","","","1","8","7","4","6","1","10","77","1","","","","","","1","","","","","","","","","","1","4","95973","0","3","7","","2","","1","","","","","1","","Chrome","92.0.4515.131","Windows NT 10.0","1366x768","A1CT5YVQ1CKUV6","6","0.843","80.04%"
"174","8/16/21 17:14","8/16/21 17:30","0","71.224.113.6","100","984","1","8/16/21 17:30","R_3M4hXFg1nGjSH4r","","","","","40.02180481","-75.26309967","anonymous","EN","1","8.103","8.103","8.81","1","A263Y9ZPYSSTB9","2","2","2","2","1.137","3.191","4.077","4","2.279","8.493","9.125","4","4","4","4","4","12","12","14","14","12","12","0.774","7.975","14.438","6","7","7","2","2","8","7","0.68","5.556","6.425","4","3","3","3","3","4","3","2.326","9.692","11.125","6","90","","36","","","","","","","","15","","","24","","0.502","0.502","54.286","1","5","0.714","0.714","6.507","1","4","20","4","56.142","56.142","57.971","1","13.109","178.417","180.02","10","1","1","1","1","1","1","0","1","","","6","30","1","8.723","98.824","111.072","7","","","","","0","0","","1","1","1","0","0","4","32","1","3","3","4","1","15.433","79.898","81.573","5","3","27","14","1.804","1.804","2.433","1","6","2","1","1","1.29","14.654","16.29","5","2","19","5","5","2","3","3","2","2.77","11.244","12.202","9","1","","","","","","","","","","","4","1","","","","","","","","","","","6","","","","1","7","1","4","6","4","5","29","","","1","","","","","","","1","","","","","","","2","7","19003","0","10","3","","1","","2","","","","","1","No","Chrome","92.0.4515.131","Windows NT 10.0","1280x720","A263Y9ZPYSSTB9","6","0.51","69.50%"
"175","8/16/21 17:13","8/16/21 17:30","0","63.155.15.23","100","1048","1","8/16/21 17:30","R_2xKTNaOgaAOFsPW","","","","","44.0644989","-123.1461029","anonymous","EN","1","71.746","71.746","75.028","1","A26RO8GGTQAXGG","5","5","5","6","1.559","5.263","6.25","4","2.451","10.35","11.48","4","5","5","5","5","13","14","11","13","15","13","1.46","9.136","10.186","6","11","8","4","9","8","5","2.67","5.127","6.544","2","6","6","5","6","2","5","2.323","13.655","14.692","7","90","","120","","","","","","","","18","","","","4","23.033","23.445","26.311","2","5","5.299","5.299","11.082","1","4","82","4","16.132","16.132","17.439","1","12.987","157.52","180.1","11","1","1","1","1","1","1","0","0","0","1","8","90","1","3.787","59.457","63.921","13","0","1","0","1","1","0","1","1","1","1","1","1","11","95","1","2","3","1","3","12.704","42.473","45.423","5","5","97","17","2.142","2.142","3.884","1","6","1","1","1","1.554","14.745","16.268","4","4","88","4","6","1","2","2","1","3.104","12.736","13.752","6","2","","","","1","","","","","","","","","","","","","","","","","","","5","","","1","","6","6","4","5","","0","58","","","1","","","","1","","","","","","","","","","1","5","97404","0","2","1","","1","","1","","","","","1","The number of Repubs and Dems in the Senate is equal but the answers were I don't know and the two parties - all are wrong! so I selected Dems because VP Harris - a Dem-  decides a tie","Chrome","92.0.4515.131","Windows NT 10.0","1366x768","A26RO8GGTQAXGG","6","0.843","80.04%"
"176","8/16/21 17:13","8/16/21 17:30","0","65.49.95.32","100","1041","1","8/16/21 17:30","R_2czUKLViuKghEwj","","","","","39.97050476","-111.8128967","anonymous","EN","1","18.53","18.53","19.39","1","A2OFN0A5CPLH57","6","6","6","6","1.331","3.843","4.312","6","1.593","9.868","10.291","7","6","6","5","6","14","14","11","12","14","14","0.977","10.366","10.972","10","6","8","2","2","10","5","4.009","6.439","7.042","3","7","7","7","7","1","7","1.638","10.989","11.35","11","90","","120","","","","","","","","18","","","","20","85.845","85.845","90.612","1","5","6.507","6.507","9.273","1","3","50","4","11.526","19.256","19.687","5","0.691","176.559","180.025","33","1","1","1","1","0","1","0","1","1","","6","55","1","2.059","69.193","69.626","19","","","","","0","0","1","1","1","","","1","4","30","1","3","3","1","2","9.547","73.536","74.869","14","4","50","15","2.065","2.693","3.079","2","6","6","1","1","1.448","11.385","12.099","8","3","40","2","6","1","5","6","2","3.971","16.402","17.12","11","2","1","1","","","","1","","","","","","","","","","","","","","","","","5","","","","1","8","8","4","5","","0","38","","","1","","","","1","","","","","","","","","","1","5","84655","3","6","6","","3","","","1","","","","1","","Chrome","92.0.4515.131","Windows NT 10.0","1366x768","A2OFN0A5CPLH57","6","0.843","80.04%"
"177","8/16/21 17:08","8/16/21 17:30","0","73.189.147.24","100","1334","1","8/16/21 17:30","R_2RV6XwOPfaDfKeY","","","","","38.54629517","-122.8047028","anonymous","EN","1","12.22","12.22","13.229","1","APRZ7BR8C0ZMQ","3","4","4","6","2.161","10.962","12.389","7","2.102","74.885","75.661","4","6","5","4","5","14","14","12","14","15","14","2.749","92.443","93.259","6","11","11","1","6","11","6","4.553","6.707","7.547","2","3","6","4","4","4","3","6.64","22.916","23.813","8","90","","72","","","","","","","","20","","","27","","1.223","1.223","51.618","1","5","3.974","3.974","6.282","1","4","53","4","17.188","17.188","17.905","1","5.715","165.017","180.12","9","1","1","1","1","0","0","0","","","","6","48","1","7.679","60.446","61.332","12","0","1","1","1","1","0","0","1","1","1","1","1","10","91","1","2","3","1","2","19.05","68.074","72.971","7","4","74","17","2.624","2.624","3.705","1","6","1","1","1","1.486","18.684","20.232","4","4","99","6","7","1","2","1","1","5.115","24.66","25.844","8","1","","","","","","","","","","","5","","","","","","","","","","","","7","","","","1","9","5","1","6","1","7","57","1","","","","","","1","","","","","","","","","","1","5","95446","1","3","1","","1","","1","","","","","1","I had trouble with the word problems about the stick, like if 17% of it is 3 feet how long is it?","Chrome","92.0.4515.131","Windows NT 10.0","1920x1080","APRZ7BR8C0ZMQ","5","-0.113","45.50%"
"178","8/16/21 17:07","8/16/21 17:30","0","67.165.142.46","100","1416","1","8/16/21 17:30","R_3oTu24qNSJt0rdH","","","","","41.94619751","-88.07579803","anonymous","EN","1","3.341","10.065","11.693","4","A3EW7EOWG8L6FI","3","3","1","2","0.715","13.255","14.377","11","3.208","25.432","26.371","9","6","4","3","4","13","13","12","13","14","13","0.501","16.279","17.948","9","10","9","3","5","9","8","1.941","8.577","9.476","6","2","2","3","4","6","2","2.131","17.273","17.608","8","80","268","","","20","","","","","80","","","","","","","","","","5","4.578","5.122","11.79","2","2","16","4","5.098","29.075","30.265","5","20.121","159.784","180.015","19","1","1","1","1","1","1","1","1","1","0","3","30","1","22.219","93.88","120.017","14","","","0","1","0","0","","1","1","1","1","1","5","42","1","3","3","1","2","0.957","60.631","60.888","18","3","39","16","0.803","2.587","3.335","4","6","1","1","1","0.814","38.024","38.704","26","2","34","5","7","1","2","1","1","0.563","20.185","20.802","23","2","","1","","","","","","","","","","","","","","","","","","","","","6","","","","1","7","5","1","4","","0","29","","","1","","","","1","","","","","","","","","","2","2","60188","1","4","1","","1","","2","","","","","1","No, they were hard to solve without any help or a calculator, but the instructions were clear. ","Firefox","91","Windows NT 10.0","1760x990","A3EW7EOWG8L6FI","5","0.067","52.67%"
