"","survey_id","id","assignment_id","duration_in_seconds","start_time","completion_time","approval_status","amount_paid","amount_bonused","estimated_cloud_research_fee","actual_completion_code","v12","v13","v14","feedback","batch"
"17",372355,"ABNR8ID5Q3CYA","34X6J5FLPXYM0H8IUWCN8ZDA7W0QJZ",525,"7/14/22 20:19","7/14/22 20:28","Approved",2.5,0,0.2482,"98268",NA,NA,NA,NA,"con1"
"18",372355,"A1A46CKE3F5JAJ","37FMASSAYGR310MNTWUX193B8HAIB3",677,"7/14/22 20:17","7/14/22 20:28","Approved",2.5,0,0.2482,"20632",NA,NA,NA,NA,"con1"
"19",372355,"A235DXY5FJN0IW","3BQU611VFTKR26ENRIAOXA9I1RL992",447,"7/14/22 20:22","7/14/22 20:29","Approved",2.5,0,0.2482,"33846",NA,NA,NA,NA,"con1"
"20",372355,"A2FRKLXGF4118Q","3QUO65DNQYOSTL6WRIOXQWRL9BGUOR",666,"7/14/22 20:18","7/14/22 20:29","Approved",2.5,0,0.2482,"32621",NA,NA,NA,NA,"con1"
"21",372355,"A2OFN0A5CPLH57","38BQUHLA9009GD1NIGXBZMARWPDMOR",807,"7/14/22 20:17","7/14/22 20:30","Approved",2.5,0,0.2482,"10645",NA,NA,NA,NA,"con1"
"22",372355,"AS2MFSWNC5CQI","3U5NZHP4LV259ZCD6JUDWH7LP8AHPU",847,"7/14/22 20:16","7/14/22 20:30","Approved",2.5,0,0.2482,"43839",NA,NA,NA,NA,"con1"
"23",372355,"A3191G66DZEGEB","3TMFV4NEPCE20X8LF1E2BYMIFMNW8P",589,"7/14/22 20:21","7/14/22 20:31","Approved",2.5,0,0.2482,"37013",NA,NA,NA,NA,"con1"
"24",372355,"A1HPECU3OD1G9D","3K5TEWLKGZBIAEKTYDLX2LXIB9QVIM",629,"7/14/22 20:20","7/14/22 20:31","Approved",2.5,0,0.2482,"49588",NA,NA,NA,NA,"con1"
"25",372355,"A1CRE2Z623JZ6V","3WMINLGALF375NVVV8YFVVLADU5CA0",880,"7/14/22 20:16","7/14/22 20:31","Approved",2.5,0,0.2482,"32052",NA,NA,NA,NA,"con1"
"26",372355,"A3CMOHJ8HNNDPL","31IBVUNM9WZY0NI3X5FCZOKQVHYFVF",849,"7/14/22 20:17","7/14/22 20:31","Approved",2.5,0,0.2482,"89885",NA,NA,NA,NA,"con1"
"27",372355,"A31U7VGTEOY2RG","3I02618YA46AELIX6I1CFWWBJGCUP8",876,"7/14/22 20:18","7/14/22 20:32","Approved",2.5,0,0.2482,"18183",NA,NA,NA,NA,"con1"
"28",372355,"AQKC1VIZAZ6VI","3KWTYT0874332LDKDP0XQ3VBFPIL5J",921,"7/14/22 20:17","7/14/22 20:32","Approved",2.5,0,0.2482,"14700",NA,NA,NA,NA,"con1"
"29",372355,"A1OZPLHNIU1519","3NS0A6KXC88LN7J89MAX2FXYK74GZF",1004,"7/14/22 20:16","7/14/22 20:33","Approved",2.5,0,0.2482,"65211",NA,NA,NA,NA,"con1"
"30",372355,"AKSLU0C30G3JT","3U0SRXB7CH5IV8E3M9TF6W4WC28RN6",519,"7/14/22 20:24","7/14/22 20:33","Approved",2.5,0,0.2482,"51499",NA,NA,NA,NA,"con1"
"31",372355,"A1ZEOAAKKV1NLP","3U0SRXB7CH5IV8E3M9TF6W4WC27RN5",1013,"7/14/22 20:16","7/14/22 20:33","Approved",2.5,0,0.2482,"49556",NA,NA,NA,NA,"con1"
"32",372355,"A19OCD2Q0K2U6M","3IGI0VL64BKFYVMNUHCBC1ZR1FNNOS",952,"7/14/22 20:17","7/14/22 20:33","Approved",2.5,0,0.2482,"46500",NA,NA,NA,NA,"con1"
"33",372355,"A1JM5XNB4NCZR6","33IZTU6J851Z8HSK34GTU80Q0I0SXE",816,"7/14/22 20:20","7/14/22 20:33","Approved",2.5,0,0.2482,"10636",NA,NA,NA,NA,"con1"
"34",372355,"A2NZAL7KHOR6VF","3GFK2QRXXDHJDFPJH37ZZECRDWLW5M",901,"7/14/22 20:18","7/14/22 20:33","Approved",2.5,0,0.2482,"37425",NA,NA,NA,NA,"con1"
"35",372355,"A2CCHNM5S3OLH3","3TVRFO09GOFC44XUJVJSIMMV8OSXL5",929,"7/14/22 20:18","7/14/22 20:33","Approved",2.5,0,0.2482,"75519",NA,NA,NA,NA,"con1"
"36",372355,"A2B153AHPWHLH1","36H9ULYP66UP9SI9GG1TW09W0URJFY",1068,"7/14/22 20:16","7/14/22 20:34","Approved",2.5,0,0.2482,"40173",NA,NA,NA,NA,"con1"
"37",372355,"AHMHG8491PRQW","3E337GFOLD8R6I5P6YZ37SQPATXGNZ",685,"7/14/22 20:22","7/14/22 20:34","Approved",2.5,0,0.2482,"22057",NA,NA,NA,NA,"con1"
"38",372355,"A2D98V3ZYWDMJO","3DH6GAKTY2PL9Y483SW39F42P3UYZV",736,"7/14/22 20:22","7/14/22 20:34","Approved",2.5,0,0.2482,"98307",NA,NA,NA,NA,"con1"
"39",372355,"A1MF8IRLW6YRF7","3H7Z272LXB77VVV3X49BO90S6PJPL9",1018,"7/14/22 20:17","7/14/22 20:34","Approved",2.5,0,0.2482,"45347",NA,NA,NA,NA,"con1"
"40",372355,"A240OTT1T85UGT","3ZDAD0O1T5D0NH5ZS4LJ4DWC21EXT8",948,"7/14/22 20:19","7/14/22 20:35","Approved",2.5,0,0.2482,"43883",NA,NA,NA,NA,"con1"
"41",372355,"A1VM06KJPJEYUD","3ZSY5X72N1B0DTEFNOTSLL412CDROL",628,"7/14/22 20:24","7/14/22 20:35","Approved",2.5,0,0.2482,"77953",NA,NA,NA,NA,"con1"
"42",372355,"ALDQRWYZ8KQ9A","3MTMREQS4ZIGJL10CZYG7PSD5ANWAT",842,"7/14/22 20:21","7/14/22 20:35","Approved",2.5,0,0.2482,"58939",NA,NA,NA,NA,"con1"
"43",372355,"AQUOS2XZESNXB","3LEIZ60CDNZ68XW0VG4NAYBBGU9Z97",764,"7/14/22 20:22","7/14/22 20:35","Approved",2.5,0,0.2482,"88155",NA,NA,NA,NA,"con1"
"44",372355,"A34YDGVZKRJ0LZ","3NPFYT4IZG4WICJT84MC5UHNC76GXI",1102,"7/14/22 20:17","7/14/22 20:35","Approved",2.5,0,0.2482,"57751",NA,NA,NA,NA,"con1"
"45",372355,"A24Z9RP5YZZ2TY","3EICBYG648WI6GYZPEBSOUOT3HZCJG",1166,"7/14/22 20:16","7/14/22 20:35","Approved",2.5,0,0.2482,"34779",NA,NA,NA,NA,"con1"
"46",372355,"A2O8PM0T20UZE3","3L4D84MIL3S9NO9FB6PTZLL9G95JHX",808,"7/14/22 20:23","7/14/22 20:36","Approved",2.5,0,0.2482,"12391",NA,NA,NA,NA,"con1"
"47",372355,"A2GC6RYOYAZAP7","3WS1NTTKE2CI7MHNU8RNEVU01LM0F9",1098,"7/14/22 20:19","7/14/22 20:37","Approved",2.5,0,0.2482,"95109",NA,NA,NA,NA,"con1"
"48",372355,"A334BFWVFS4B41","3FE7TXL1LMNMULAANB6V9IRT5LG2QQ",521,"7/14/22 20:28","7/14/22 20:37","Approved",2.5,0,0.2482,"25256",NA,NA,NA,NA,"con1"
"49",372355,"A1K4NWMRGD2VE0","3EQHHY4HQWSNGTZJ2Y3HDBQ3J8X5GY",1120,"7/14/22 20:18","7/14/22 20:37","Approved",2.5,0,0.2482,"91698",NA,NA,NA,NA,"con1"
"50",372355,"AD3V6XGQWRD6E","3NJM2BJS406ESR1XKRGCLQA5CG5PCT",1173,"7/14/22 20:18","7/14/22 20:37","Approved",2.5,0,0.2482,"12277",NA,NA,NA,NA,"con1"
"51",372355,"A2EK1HDV4I4GSK","3ATTHHXXWEOAE3POYSMFQ6U3RKYIXC",1110,"7/14/22 20:19","7/14/22 20:37","Approved",2.5,0,0.2482,"98717",NA,NA,NA,NA,"con1"
"52",372355,"A19L8SNH73AX1Z","33FBRBDW6SZTMZ2GYAE1Z4FFN65C8W",1277,"7/14/22 20:16","7/14/22 20:37","Approved",2.5,0,0.2482,"70929",NA,NA,NA,NA,"con1"
"53",372355,"AWYKYM16CB00Z","3LKC68YZ3E35LPV1MI3Y8KCIURSOWL",810,"7/14/22 20:24","7/14/22 20:37","Approved",2.5,0,0.2482,"63604",NA,NA,NA,NA,"con1"
"54",372355,"A6JKKANO7F4KD","3XM0HYN6NOZTPPLBGIM7BEA8XSIEPB",1294,"7/14/22 20:16","7/14/22 20:38","Approved",2.5,0,0.2482,"36549",NA,NA,NA,NA,"con1"
"55",372355,"A107RJSS561Y7R","324G5B4FB785ST2HCPTBQ3HJ3X270B",1327,"7/14/22 20:16","7/14/22 20:38","Approved",2.5,0,0.2482,"55489",NA,NA,NA,NA,"con1"
"56",372355,"A2WDF40FA670T9","3DPNQGW4LPF3NH6DCGBLWS70PYZ64S",1042,"7/14/22 20:21","7/14/22 20:38","Approved",2.5,0,0.2482,"30123",NA,NA,NA,NA,"con1"
"57",372355,"A1MKEILXWWLBW2","3II4UPYCON79XV8QK0QC51IX2C4DQ9",1007,"7/14/22 20:22","7/14/22 20:38","Approved",2.5,0,0.2482,"89816",NA,NA,NA,NA,"con1"
"58",372355,"A2KUBBTFDCUARI","34V1S5K3GW14KNCPTB7CD0IGBQD96R",1034,"7/14/22 20:21","7/14/22 20:38","Approved",2.5,0,0.2482,"13310",NA,NA,NA,NA,"con1"
"59",372355,"A36QBKROJ4J9EJ","3OE22WJIGMOVEXJC6VG1F1MLOCYQUV",1144,"7/14/22 20:20","7/14/22 20:39","Approved",2.5,0,0.2482,"21912",NA,NA,NA,NA,"con1"
"60",372355,"A2W0G89O7E9EFO","3CCZ6YKWRBJ81JCBOSX7LU4GFV295B",1067,"7/14/22 20:21","7/14/22 20:39","Approved",2.5,0,0.2482,"22700",NA,NA,NA,NA,"con1"
"61",372355,"A2R6UQCQ8T3RZE","3R2PKQ87N08ZKRQKKLK6FPE5KGFMIX",934,"7/14/22 20:24","7/14/22 20:40","Approved",2.5,0,0.2482,"97451",NA,NA,NA,NA,"con1"
"62",372355,"A1VRG5HKZC0H0C","3H7XDTSHKGRHTCE3YZQQ3B3G351GWQ",1028,"7/14/22 20:23","7/14/22 20:40","Approved",2.5,0,0.2482,"53596",NA,NA,NA,NA,"con1"
"63",372355,"A3HCGNV93TJO7R","3EFE17QCRG52MRS5Y0Y7RMCWCSIHSB",944,"7/14/22 20:25","7/14/22 20:41","Approved",2.5,0,0.2482,"95092",NA,NA,NA,NA,"con1"
"64",372355,"A3AY0315YWWNXY","3PS7W85Z832AMLN1POF5OAAUVYN9T1",1507,"7/14/22 20:16","7/14/22 20:41","Approved",2.5,0,0.2482,"41092",NA,NA,NA,NA,"con1"
"65",372355,"A3L0DCUXI7X3A9","3XCC1ODXDPB3Y5RV21LWAQZ1HDURQS",1262,"7/14/22 20:20","7/14/22 20:41","Approved",2.5,0,0.2482,"97425",NA,NA,NA,NA,"con1"
"66",372355,"A11Q8U6QTT8KGF","3MYYFCXHJ775KAVJOTK78JKPJC1G43",1454,"7/14/22 20:17","7/14/22 20:42","Approved",2.5,0,0.2482,"61059",NA,NA,NA,NA,"con1"
"67",372355,"A2T675UCHNTSSW","31LM9EDVOPS1XKVQE4K645I52LDJN5",1572,"7/14/22 20:16","7/14/22 20:42","Approved",2.5,0,0.2482,"95768",NA,NA,NA,NA,"con1"
"68",372355,"A1IFIK8J49WBER","3KOPY89HMC2UTG2GWL0RVRKZX4N3JA",1347,"7/14/22 20:20","7/14/22 20:42","Approved",2.5,0,0.2482,"24843",NA,NA,NA,NA,"con1"
"69",372355,"A23G1L7KYHK9F2","3AUQQEL7U9T73J3DUNWRWHXMPFAV0S",938,"7/14/22 20:27","7/14/22 20:43","Approved",2.5,0,0.2482,"89745",NA,NA,NA,NA,"con1"
"70",372355,"A10JXOU89D5RXR","3SUWZRL0M2DLFJ361MNY5EJR2NUE67",578,"7/14/22 20:33","7/14/22 20:43","Approved",2.5,0,0.2482,"86404",NA,NA,NA,NA,"con1"
"71",372355,"A2IJEKMVEHQ90W","3F6KKYWMNF1OUYVY48YV17NSX1HDNM",1317,"7/14/22 20:21","7/14/22 20:43","Approved",2.5,0,0.2482,"69890",NA,NA,NA,NA,"con1"
"72",372355,"AK884VX5S74ZW","3W92K5RLWYH6YQPERT23DCTD6NL5VN",1393,"7/14/22 20:20","7/14/22 20:43","Approved",2.5,0,0.2482,"47714",NA,NA,NA,NA,"con1"
"73",372355,"A3TD3PWJ8BU2H1","3P529IW9K2LV4I69J1D6CFMO4JWFLW",1572,"7/14/22 20:17","7/14/22 20:43","Approved",2.5,0,0.2482,"92359",NA,NA,NA,NA,"con1"
"74",372355,"A2W1C5PDHUF25O","3QFUFYSY92FZ6AZOD9EPQYKDIX24FT",1315,"7/14/22 20:22","7/14/22 20:44","Approved",2.5,0,0.2482,"50531",NA,NA,NA,NA,"con1"
"75",372355,"A3FGT6EU39C6S4","3NJM2BJS406ESR1XKRGCLQA5CG5CPG",1685,"7/14/22 20:16","7/14/22 20:44","Approved",2.5,0,0.2482,"58374",NA,NA,NA,NA,"con1"
"76",372355,"A3P74FP62XNVYI","351SEKWQS4HICGAYS7JVOSYSSB7MDV",1199,"7/14/22 20:24","7/14/22 20:44","Approved",2.5,0,0.2482,"36191",NA,NA,NA,NA,"con1"
"77",372355,"A2ZL5GAZK6S0H1","3BV8HQ2ZZ01IP6MULHLC9VT0H8U6A2",1680,"7/14/22 20:16","7/14/22 20:44","Approved",2.5,0,0.2482,"39993",NA,NA,NA,NA,"con1"
"78",372355,"AA4O2W236E3FW","3LO69W1SU7D1II24ULJOU0M05YWGLW",1735,"7/14/22 20:16","7/14/22 20:44","Approved",2.5,0,0.2482,"52842",NA,NA,NA,NA,"con1"
"79",372355,"A3OPRR8AXT6OSJ","3TGOYF9911MN6QQTN406P2JARX5UU5",1064,"7/14/22 20:27","7/14/22 20:45","Approved",2.5,0,0.2482,"87273",NA,NA,NA,NA,"con1"
"80",372355,"A7ERZELTAMWL5","3SNVL38CI8SDH04H7ZB4P9O6I6ZCKF",1737,"7/14/22 20:16","7/14/22 20:45","Approved",2.5,0,0.2482,"12560",NA,NA,NA,NA,"con1"
"81",372355,"AO1QGAUZ85T6L","3DI28L7YXEEQ8X29VGBHAISAUCD1EV",1466,"7/14/22 20:20","7/14/22 20:45","Approved",2.5,0,0.2482,"94503",NA,NA,NA,NA,"con1"
"82",372355,"A2PZ8MVVT6TQJM","3S96KQ6I9Q4MPB0I14K7A6TKMJ3TD3",990,"7/14/22 20:29","7/14/22 20:45","Approved",2.5,0,0.2482,"63369",NA,NA,NA,NA,"con1"
"83",372355,"A13FUEPWBCLBUY","3PW9OPU9PUKYDHQT2WGG8HJLX9M12S",1765,"7/14/22 20:16","7/14/22 20:45","Approved",2.5,0,0.2482,"99934",NA,NA,NA,NA,"con1"
"84",372355,"A1Q56N80RJLQ7S","338JKRMM2AZYMV6BH0CG6MIQQMAHAE",1815,"7/14/22 20:16","7/14/22 20:46","Approved",2.5,0,0.2482,"71306",NA,NA,NA,NA,"con1"
"85",372355,"A1YOMTJHNXI40P","38YMOXR4MYZFWJPXMMH4RKQR9RY6WE",1398,"7/14/22 20:23","7/14/22 20:46","Approved",2.5,0,0.2482,"13894",NA,NA,NA,NA,"con1"
"86",372355,"A122LRCSBAD6DC","3DIP6YHAPGS8JXMUU1KWPSFI8IKE8T",775,"7/14/22 20:33","7/14/22 20:46","Approved",2.5,0,0.2482,"97391",NA,NA,NA,NA,"con1"
"87",372355,"A31I3ZBF684YPQ","3VSOLARPKF95N4P7A99E6X6W1ZB39F",1650,"7/14/22 20:19","7/14/22 20:47","Approved",2.5,0,0.2482,"98559",NA,NA,NA,NA,"con1"
"88",372355,"A1DCC43NTK4OKT","3NPI0JQDAS5VE8386DB2A0A9026TPH",1042,"7/14/22 20:30","7/14/22 20:47","Approved",2.5,0,0.2482,"78512",NA,NA,NA,NA,"con1"
"89",372355,"A3N0QZ9ZKUCTCQ","3TY7ZAOG5JKTN891VJIKU8M59H2K0U",1899,"7/14/22 20:16","7/14/22 20:48","Approved",2.5,0,0.2482,"96497",NA,NA,NA,NA,"con1"
"90",372355,"A3CGQOJC28OVGN","30BXRYBRP8XVT89EI588OBFHI5CWH3",1924,"7/14/22 20:16","7/14/22 20:48","Approved",2.5,0,0.2482,"44549",NA,NA,NA,NA,"con1"
"91",372355,"A7WVKWZKY0IRD","3IO1LGZLKDX46ITFOJ1YD4N5RKV68Z",1629,"7/14/22 20:21","7/14/22 20:48","Approved",2.5,0,0.2482,"60692",NA,NA,NA,NA,"con1"
"92",372355,"A1FMVUYV72MUO3","3XC1O3LBOWM5NNOAELIVTJ1PVS4LTA",1938,"7/14/22 20:16","7/14/22 20:48","Approved",2.5,0,0.2482,"19341",NA,NA,NA,NA,"con1"
"93",372355,"A2CEGS0NVDBCPT","32RIADZISW48AF4AJTEOXX3S7NV4SB",1957,"7/14/22 20:16","7/14/22 20:48","Approved",2.5,0,0.2482,"77824",NA,NA,NA,NA,"con1"
"94",372355,"A3I40B0FATY8VH","3E337GFOLD8R6I5P6YZ37SQPATWGNY",1962,"7/14/22 20:16","7/14/22 20:48","Approved",2.5,0,0.2482,"52619",NA,NA,NA,NA,"con1"
"95",372355,"AZ4NVW69W0R2","3HMIGG0U4P66P23LU2WQWV7YQUNY8Q",1724,"7/14/22 20:20","7/14/22 20:49","Approved",2.5,0,0.2482,"67538",NA,NA,NA,NA,"con1"
"96",372355,"A2NAKIXS3DVGAA","3MMN5BL1W34KUO81ZIDJBJCG1YHM3W",1996,"7/14/22 20:16","7/14/22 20:49","Approved",2.5,0,0.2482,"80470",NA,NA,NA,NA,"con1"
"97",372355,"A3PN17H3QT51O","3TAYZSBPLP8Y71PNFFV04I6UN922SG",598,"7/14/22 20:39","7/14/22 20:49","Approved",2.5,0,0.2482,"13121",NA,NA,NA,NA,"con1"
"98",372355,"A1F4TB5AD4LKLO","3VBEN272MOZOMVXUEUGP6M0VXS6SGO",764,"7/14/22 20:37","7/14/22 20:50","Approved",2.5,0,0.2482,"54175",NA,NA,NA,NA,"con1"
"99",372355,"AMA18W8F60Y2J","34QN5IT0T3R9S770MULH43DEEH9800",1893,"7/14/22 20:19","7/14/22 20:50","Approved",2.5,0,0.2482,"28538",NA,NA,NA,NA,"con1"
"100",372355,"A110BZSDZN7E16","386CSBG1O3MACMTBADIYZV85LQH6QA",1734,"7/14/22 20:22","7/14/22 20:51","Approved",2.5,0,0.2482,"82554",NA,NA,NA,NA,"con1"
"101",372355,"A3AZJGI9D7C0PD","3N4BPTXIOCS93ULHTQW4JFACP68UK9",892,"7/14/22 20:36","7/14/22 20:51","Approved",2.5,0,0.2482,"66168",NA,NA,NA,NA,"con1"
"102",372355,"A29GJGXFU9BQQG","3TXWC2NHN3Q97LAM0OAFE5E8TFB9SE",951,"7/14/22 20:36","7/14/22 20:52","Approved",2.5,0,0.2482,"32636",NA,NA,NA,NA,"con1"
"103",372355,"A1F1X57CUVKKLP","3U088ZLJVOTKI83IKX1NIJG0WOE0W9",642,"7/14/22 20:42","7/14/22 20:52","Approved",2.5,0,0.2482,"79419",NA,NA,NA,NA,"con1"
"104",372355,"A14Z1JSAR9JEON","3C8HJ7UOPBULFHFUKP8SFKHVGTHMZU",1563,"7/14/22 20:27","7/14/22 20:53","Approved",2.5,0,0.2482,"82270",NA,NA,NA,NA,"con1"
"105",372355,"AONSG5WOC3OX0","39GHHAVOMJRFBCLKWZ5A5WC5B4I4JV",2251,"7/14/22 20:16","7/14/22 20:53","Approved",2.5,0,0.2482,"59284",NA,NA,NA,NA,"con1"
"106",372355,"A36470UBRH28GO","32VNZTT0AB4W904X44EJ7NYWLLE4RP",1186,"7/14/22 20:35","7/14/22 20:54","Approved",2.5,0,0.2482,"52027",NA,NA,NA,NA,"con1"
"107",372355,"A3GO56JAHRU2Y1","3WT783CTPFHCOX0N1MYBQ65GVCRBCV",2127,"7/14/22 20:19","7/14/22 20:55","Approved",2.5,0,0.2482,"88297",NA,NA,NA,NA,"con1"
"108",372355,"ATIVK9XUANIUE","3TS1AR6UQUEWPXH7F7CWTA4N9ZS7FG",1864,"7/14/22 20:24","7/14/22 20:55","Approved",2.5,0,0.2482,"70800",NA,NA,NA,NA,"con1"
"109",372355,"A3HTLXAPOBCVVO","37QW5D2ZRKM9TGRCVW41E9JX99SS87",1758,"7/14/22 20:26","7/14/22 20:55","Approved",2.5,0,0.2482,"11847",NA,NA,NA,NA,"con1"
"110",372355,"A1QJ2VPPZG16EG","3PS7W85Z832AMLN1POF5OAAUVYPT9N",1034,"7/14/22 20:38","7/14/22 20:55","Approved",2.5,0,0.2482,"20443",NA,NA,NA,NA,"con1"
"111",372355,"A2OLSZ6DD9I239","3N1FSUEFL9028QLSM3JZ2YHS6KND4S",1109,"7/14/22 20:38","7/14/22 20:56","Approved",2.5,0,0.2482,"46183",NA,NA,NA,NA,"con1"
"112",372355,"A3O4QA82PETU5Q","3DY4FPOOA5OV3DNCO0F6GDY9Y5AVRR",1596,"7/14/22 20:30","7/14/22 20:56","Approved",2.5,0,0.2482,"18417",NA,NA,NA,NA,"con1"
"113",372355,"AURYD2FH3FUOQ","3FQ5JJ512POW8418WPKI5KIIHAENK9",1680,"7/14/22 20:29","7/14/22 20:57","Approved",2.5,0,0.2482,"83153",NA,NA,NA,NA,"con1"
"114",372355,"A2VGEE0ZIZ8CBQ","3NKQQ8O39251POF719AHF2FM5XBUDW",1222,"7/14/22 20:36","7/14/22 20:57","Approved",2.5,0,0.2482,"78317",NA,NA,NA,NA,"con1"
"115",372355,"A14PFRHG0A2YY9","34QN5IT0T3R9S770MULH43DEEHB08U",1025,"7/14/22 20:40","7/14/22 20:57","Approved",2.5,0,0.2482,"91287",NA,NA,NA,NA,"con1"
"116",372355,"A20ASMCESA51U4","3OHYZ19UGG58ECSYLD76QVFR28QAOX",1163,"7/14/22 20:38","7/14/22 20:57","Approved",2.5,0,0.2482,"96559",NA,NA,NA,NA,"con1"
"117",372355,"A27TE0L5XP1H0U","378XPAWRUGDYIQHVNIU16YJ5QZSAI3",768,"7/14/22 20:45","7/14/22 20:57","Approved",2.5,0,0.2482,"42020",NA,NA,NA,NA,"con1"
"118",372355,"A2FP41BSPG0Y4A","3QY5DC2MXVKYN8T3SF5732I7HAPFUQ",2491,"7/14/22 20:17","7/14/22 20:58","Approved",2.5,0,0.2482,"89018",NA,NA,NA,NA,"con1"
"119",372355,"A31JM0OGO39IRZ","324G5B4FB785ST2HCPTBQ3HJ3X3075",2509,"7/14/22 20:18","7/14/22 21:00","Approved",2.5,0,0.2482,"13575",NA,NA,NA,NA,"con1"
"120",372355,"A37LMTGP9S8IE8","3SEPORI8WRZKDG65NMIN6TMVMCTZAO",1043,"7/14/22 20:44","7/14/22 21:01","Approved",2.5,0,0.2482,"23749",NA,NA,NA,NA,"con1"
"121",372355,"A3R5OJR60C6004","3K2755HG5W3C66IH6KFIT2EJVAXFDJ",900,"7/14/22 20:47","7/14/22 21:02","Approved",2.5,0,0.2482,"33835",NA,NA,NA,NA,"con1"
"122",372355,"A3MJSYSWX0Q4WQ","3QILPRALQ9VCD3Z7N0NFFF9RMAN8NE",897,"7/14/22 20:48","7/14/22 21:03","Approved",2.5,0,0.2482,"47904",NA,NA,NA,NA,"con1"
"123",372355,"A7EP5KKL8YQPX","339ANSOTR924U3QHZ97Q0CM1VBNIKR",673,"7/14/22 20:52","7/14/22 21:04","Approved",2.5,0,0.2482,"79451",NA,NA,NA,NA,"con1"
"124",372355,"ALJ70B2J04YR7","3NAPMVF0Z0FCO35VRCXP9RAY0VM72V",2940,"7/14/22 20:16","7/14/22 21:05","Approved",2.5,0,0.2482,"74140",NA,NA,NA,NA,"con1"
"125",372355,"A1HNB2243A2PQH","369J354OFHAJZXZX7HDM5H43F3BG6S",669,"7/14/22 20:54","7/14/22 21:05","Approved",2.5,0,0.2482,"75208",NA,NA,NA,NA,"con1"
"126",372355,"A207IHY6GERCFO","35L9RVQFCSII14K9N5T76NUKXP2HUQ",2933,"7/14/22 20:16","7/14/22 21:05","Approved",2.5,0,0.2482,"13151",NA,NA,NA,NA,"con1"
